patient_id,traffic_source,device
944,Google Ads,IOS 12.2
945,Organic Search,Android 9.2
946,Referral,Android 11.2
947,Google Ads,IOS 15.2
948,Apple Ads,IOS 18.5
949,Referral,Android 9.2
950,Organic Search,Android 12.3
951,Google Ads,IOS 13.2
952,Referral,Android 12.1
953,Referral,Android 8.5
954,Direct,IOS 16.3
955,Referral,IOS 15.5
956,Direct,Android 11.0
957,Direct,Android 12.4
958,Organic Search,IOS 12.0
959,Direct,Android 8.5
960,Google Ads,IOS 12.0
961,Referral,Android 8.2
962,Direct,IOS 18.1
963,Referral,Android 12.3
964,Organic Search,IOS 12.5
965,Organic Search,IOS 18.4
966,Direct,IOS 13.5
967,Referral,Android 12.3
968,Direct,IOS 12.3
969,Direct,Android 12.5
970,Meta Ads,IOS 12.1
971,Organic Search,Android 9.4
972,Organic Search,Android 9.2
973,Apple Ads,IOS 17.1
974,Direct,Android 12.1
975,Direct,IOS 16.4
976,Direct,Android 8.3
977,Direct,IOS 12.4
978,Referral,Android 12.5
979,Meta Ads,Android 12.3
980,Direct,Android 11.0
981,Direct,IOS 13.3
982,Direct,IOS 17.5
983,Referral,Android 10.0
984,Organic Search,Android 11.5
985,Referral,Android 11.5
986,Google Ads,IOS 14.1
987,Apple Ads,IOS 12.0
988,Apple Ads,IOS 17.1
989,Google Ads,Android 9.0
990,Organic Search,Android 9.0
991,Referral,IOS 12.5
992,Direct,IOS 14.1
993,Apple Ads,IOS 17.1
994,Direct,Android 12.0
995,Direct,Android 11.1
996,Referral,IOS 16.5
997,Referral,Android 9.0
998,Organic Search,IOS 16.5
999,Direct,IOS 12.0
1000,Apple Ads,IOS 15.5
1001,Organic Search,Android 9.1
1002,Referral,IOS 12.3
1003,Direct,IOS 15.0
1004,Google Ads,IOS 17.3
1005,Referral,IOS 18.5
1006,Google Ads,IOS 12.2
1007,Organic Search,IOS 17.4
1008,Organic Search,Android 11.0
1009,Google Ads,IOS 18.5
1010,Organic Search,IOS 17.2
1011,Referral,IOS 17.1
1012,Referral,IOS 15.1
1013,Organic Search,IOS 17.1
1014,Direct,IOS 18.1
1015,Direct,IOS 18.1
1016,Direct,IOS 15.5
1017,Referral,IOS 13.1
1018,Google Ads,IOS 12.0
1019,Referral,IOS 14.3
1020,Referral,Android 9.4
1021,Referral,IOS 16.3
1022,Organic Search,Android 9.5
1023,Referral,IOS 17.1
1024,Referral,Android 11.4
1025,Organic Search,Android 9.0
1026,Direct,Android 11.1
1027,Direct,IOS 16.3
1028,Organic Search,IOS 12.4
1029,Direct,Android 8.0
1030,Organic Search,Android 8.2
1031,Referral,Android 10.0
1032,Organic Search,Android 10.0
1033,Apple Ads,IOS 16.2
1034,Direct,Android 11.2
1035,Direct,IOS 15.4
1036,Apple Ads,IOS 17.1
1037,Organic Search,IOS 12.2
1038,Organic Search,IOS 12.4
1039,Direct,IOS 13.3
1040,Direct,IOS 14.0
1041,Referral,IOS 17.0
1042,Organic Search,IOS 16.3
1043,Direct,Android 8.3
1044,Direct,IOS 12.4
1045,Referral,Android 8.1
1046,Referral,IOS 14.3
1047,Referral,IOS 14.1
1048,Referral,Android 10.5
1049,Direct,IOS 16.1
1050,Google Ads,IOS 16.0
1051,Google Ads,IOS 18.5
1052,Direct,Android 8.0
1053,Apple Ads,IOS 18.4
1054,Organic Search,Android 10.0
1055,Google Ads,IOS 18.2
1056,Organic Search,IOS 16.2
1057,Meta Ads,Android 12.1
1058,Direct,IOS 18.0
1059,Organic Search,IOS 14.0
1060,Referral,Android 8.3
1061,Direct,IOS 13.4
1062,Google Ads,Android 12.3
1063,Direct,IOS 17.0
1064,Referral,IOS 12.4
1065,Apple Ads,IOS 17.1
1066,Google Ads,Android 10.4
1067,Direct,Android 11.2
1068,Organic Search,Android 12.0
1069,Referral,IOS 14.1
1070,Direct,IOS 12.5
1071,Apple Ads,IOS 12.2
1072,Meta Ads,Android 9.2
1073,Referral,Android 11.2
1074,Referral,IOS 18.0
1075,Direct,Android 8.5
1076,Meta Ads,IOS 16.5
1077,Organic Search,Android 10.1
1078,Organic Search,Android 11.0
1079,Google Ads,Android 12.5
1080,Referral,Android 9.5
1081,Apple Ads,IOS 17.1
1082,Direct,IOS 17.4
1083,Referral,IOS 12.5
1084,Organic Search,IOS 15.4
1085,Direct,IOS 12.1
1086,Meta Ads,IOS 17.5
1087,Apple Ads,IOS 13.5
1088,Referral,IOS 14.1
1089,Meta Ads,Android 10.3
1090,Meta Ads,Android 12.0
1091,Organic Search,Android 10.4
1092,Organic Search,IOS 16.2
1093,Direct,Android 12.5
1094,Direct,Android 11.0
1095,Organic Search,IOS 14.0
1096,Meta Ads,Android 12.2
1097,Organic Search,Android 12.1
1098,Direct,Android 12.4
1099,Apple Ads,IOS 17.1
1100,Apple Ads,IOS 17.1
1101,Organic Search,IOS 18.0
1102,Organic Search,IOS 15.1
1103,Organic Search,Android 9.0
1104,Google Ads,Android 12.4
1105,Referral,IOS 18.4
1106,Direct,Android 8.3
1107,Direct,Android 8.0
1108,Organic Search,IOS 15.1
1109,Meta Ads,IOS 16.2
1110,Referral,Android 8.5
1111,Referral,IOS 12.0
1112,Direct,IOS 14.2
1113,Organic Search,Android 10.3
1114,Direct,Android 12.1
1115,Referral,Android 12.3
1116,Referral,Android 10.0
1117,Direct,Android 12.4
1118,Organic Search,IOS 14.1
1119,Organic Search,Android 12.4
1120,Google Ads,IOS 18.4
1121,Organic Search,IOS 13.0
1122,Google Ads,Android 9.3
1123,Referral,IOS 15.3
1124,Referral,Android 11.1
1125,Organic Search,Android 12.5
1126,Apple Ads,IOS 17.1
1127,Meta Ads,Android 11.5
1128,Direct,Android 9.1
1129,Meta Ads,Android 10.3
1130,Organic Search,IOS 13.3
1131,Direct,Android 9.5
1132,Direct,Android 12.4
1133,Organic Search,IOS 14.3
1134,Referral,IOS 13.3
1135,Organic Search,Android 10.3
1136,Referral,Android 10.2
1137,Direct,Android 10.4
1138,Meta Ads,Android 10.0
1139,Google Ads,Android 12.4
1140,Direct,IOS 15.5
1141,Referral,IOS 13.1
1142,Referral,Android 12.1
1143,Organic Search,IOS 18.5
1144,Direct,Android 12.2
1145,Referral,IOS 13.4
1146,Referral,Android 12.3
1147,Organic Search,Android 9.4
1148,Organic Search,Android 9.1
1149,Referral,Android 11.0
1150,Organic Search,Android 10.5
1151,Referral,Android 12.0
1152,Organic Search,IOS 13.0
1153,Referral,Android 8.3
1154,Referral,Android 8.1
1155,Organic Search,Android 9.1
1156,Direct,IOS 13.4
1157,Referral,Android 10.4
1158,Direct,IOS 15.3
1159,Organic Search,IOS 15.3
1160,Direct,IOS 16.1
1161,Meta Ads,Android 12.3
1162,Direct,IOS 15.5
1163,Direct,IOS 14.4
1164,Organic Search,Android 8.5
1165,Referral,IOS 12.3
1166,Meta Ads,Android 12.2
1167,Direct,IOS 18.2
1168,Direct,Android 9.2
1169,Direct,IOS 15.4
1170,Meta Ads,IOS 14.5
1171,Organic Search,Android 12.5
1172,Referral,IOS 13.0
1173,Direct,Android 8.3
1174,Referral,Android 10.3
1175,Direct,IOS 12.2
1176,Organic Search,IOS 18.5
1177,Organic Search,Android 11.1
1178,Referral,IOS 14.4
1179,Meta Ads,IOS 15.2
1180,Referral,IOS 17.1
1181,Apple Ads,IOS 17.1
1182,Referral,Android 9.5
1183,Direct,IOS 16.1
1184,Google Ads,IOS 12.0
1185,Direct,IOS 15.3
1186,Referral,Android 10.1
1187,Direct,Android 10.5
1188,Referral,IOS 12.3
1189,Apple Ads,IOS 17.0
1190,Referral,Android 8.4
1191,Direct,Android 9.3
1192,Meta Ads,Android 12.0
1193,Direct,Android 12.2
1194,Referral,IOS 14.2
1195,Referral,IOS 17.5
1196,Organic Search,IOS 15.3
1197,Meta Ads,Android 10.5
1198,Referral,Android 10.4
1199,Referral,Android 8.3
1200,Referral,Android 12.5
1201,Direct,Android 12.1
1202,Organic Search,Android 12.1
1203,Organic Search,IOS 12.2
1204,Organic Search,IOS 12.1
1205,Referral,Android 11.0
1206,Referral,IOS 17.0
1207,Organic Search,Android 8.3
1208,Organic Search,Android 12.5
1209,Organic Search,Android 12.5
1210,Direct,Android 11.5
1211,Meta Ads,IOS 13.4
1212,Direct,Android 10.5
1213,Direct,IOS 13.4
1214,Direct,Android 9.2
1215,Apple Ads,IOS 13.4
1216,Direct,Android 10.0
1217,Organic Search,Android 8.5
1218,Direct,Android 10.0
1219,Organic Search,Android 10.4
1220,Direct,IOS 12.4
1221,Meta Ads,IOS 15.4
1222,Direct,Android 9.3
1223,Meta Ads,IOS 12.5
1224,Google Ads,IOS 12.2
1225,Direct,Android 12.3
1226,Apple Ads,IOS 17.1
1227,Referral,Android 11.2
1228,Apple Ads,IOS 13.1
1229,Referral,IOS 12.0
1230,Referral,IOS 12.3
1231,Direct,Android 9.5
1232,Organic Search,IOS 16.4
1233,Referral,Android 11.1
1234,Meta Ads,IOS 18.3
1235,Referral,Android 10.1
1236,Referral,IOS 12.2
1237,Google Ads,Android 10.1
1238,Meta Ads,IOS 16.0
1239,Google Ads,IOS 17.2
1240,Referral,Android 9.1
1241,Direct,IOS 12.1
1242,Organic Search,Android 11.0
1243,Referral,Android 10.2
1244,Direct,IOS 18.1
1245,Referral,Android 11.4
1246,Organic Search,IOS 15.4
1247,Referral,Android 9.5
1248,Direct,IOS 15.4
1249,Meta Ads,Android 10.1
1250,Direct,IOS 13.2
1251,Google Ads,IOS 18.2
1252,Referral,Android 10.3
1253,Referral,IOS 15.4
1254,Referral,Android 9.5
1255,Organic Search,IOS 17.4
1256,Meta Ads,Android 10.2
1257,Google Ads,Android 9.0
1258,Meta Ads,IOS 17.3
1259,Direct,IOS 16.3
1260,Direct,Android 12.5
1261,Google Ads,Android 12.2
1262,Referral,IOS 13.4
1263,Organic Search,IOS 12.2
1264,Direct,Android 10.0
1265,Meta Ads,IOS 15.4
1266,Organic Search,Android 10.4
1267,Direct,IOS 13.3
1268,Referral,IOS 18.4
1269,Organic Search,IOS 13.0
1270,Referral,IOS 15.3
1271,Referral,IOS 18.3
1272,Referral,Android 12.5
1273,Referral,IOS 13.5
1274,Google Ads,IOS 17.1
1275,Apple Ads,IOS 14.3
1276,Direct,Android 10.4
1277,Apple Ads,IOS 13.3
1278,Organic Search,Android 10.2
1279,Meta Ads,Android 9.2
1280,Direct,IOS 14.5
1281,Apple Ads,IOS 14.2
1282,Google Ads,Android 9.5
1283,Apple Ads,IOS 17.1
1284,Direct,Android 8.2
1285,Organic Search,IOS 14.3
1286,Meta Ads,Android 10.4
1287,Organic Search,Android 12.5
1288,Organic Search,Android 12.3
1289,Organic Search,Android 12.3
1290,Apple Ads,IOS 17.1
1291,Referral,IOS 18.0
1292,Direct,Android 8.0
1293,Meta Ads,Android 12.3
1294,Referral,IOS 16.2
1295,Organic Search,IOS 13.3
1296,Organic Search,Android 8.4
1297,Direct,IOS 17.2
1298,Organic Search,Android 8.3
1299,Organic Search,IOS 14.0
1300,Referral,Android 11.4
1301,Organic Search,Android 12.2
1302,Direct,Android 12.1
1303,Meta Ads,Android 11.2
1304,Google Ads,Android 8.2
1305,Organic Search,IOS 12.3
1306,Organic Search,IOS 14.4
1307,Organic Search,Android 12.2
1308,Google Ads,Android 12.5
1309,Direct,Android 11.4
1310,Apple Ads,IOS 17.1
1311,Organic Search,Android 12.3
1312,Referral,Android 10.5
1313,Organic Search,IOS 14.2
1314,Referral,IOS 13.0
1315,Google Ads,Android 10.4
1316,Google Ads,Android 8.4
1317,Google Ads,Android 10.2
1318,Organic Search,Android 10.0
1319,Referral,IOS 14.4
1320,Referral,IOS 14.2
1321,Organic Search,IOS 12.4
1322,Organic Search,Android 9.4
1323,Direct,Android 9.1
1324,Referral,IOS 12.5
1325,Google Ads,Android 9.0
1326,Referral,Android 10.2
1327,Direct,IOS 12.2
1328,Organic Search,IOS 14.3
1329,Meta Ads,Android 9.3
1330,Direct,IOS 12.2
1331,Apple Ads,IOS 12.3
1332,Direct,IOS 13.0
1333,Apple Ads,IOS 17.1
1334,Direct,Android 11.5
1335,Direct,Android 10.5
1336,Direct,IOS 13.0
1337,Google Ads,Android 11.5
1338,Referral,Android 9.4
1339,Organic Search,IOS 17.1
1340,Google Ads,Android 10.2
1341,Direct,IOS 17.0
1342,Direct,IOS 16.1
1343,Organic Search,IOS 12.3
1344,Referral,Android 10.1
1345,Apple Ads,IOS 17.1
1346,Referral,Android 11.5
1347,Apple Ads,IOS 18.1
1348,Direct,Android 11.2
1349,Organic Search,IOS 18.1
1350,Organic Search,IOS 16.5
1351,Direct,Android 9.4
1352,Direct,Android 10.3
1353,Organic Search,Android 10.0
1354,Apple Ads,IOS 17.4
1355,Referral,IOS 16.4
1356,Google Ads,Android 8.3
1357,Direct,IOS 16.1
1358,Organic Search,Android 11.2
1359,Google Ads,Android 11.2
1360,Referral,IOS 12.0
1361,Direct,IOS 16.3
1362,Direct,Android 10.5
1363,Referral,IOS 18.1
1364,Apple Ads,IOS 17.1
1365,Organic Search,Android 8.2
1366,Direct,Android 12.0
1367,Apple Ads,IOS 12.4
1368,Referral,IOS 15.0
1369,Referral,IOS 12.4
1370,Direct,IOS 14.4
1371,Organic Search,Android 11.2
1372,Organic Search,IOS 18.3
1373,Apple Ads,IOS 12.0
1374,Referral,IOS 13.0
1375,Direct,Android 11.4
1376,Referral,IOS 18.4
1377,Referral,IOS 13.3
1378,Organic Search,Android 9.1
1379,Organic Search,IOS 12.5
1380,Referral,IOS 15.1
1381,Apple Ads,IOS 18.0
1382,Organic Search,Android 10.1
1383,Organic Search,Android 9.5
1384,Direct,Android 10.2
1385,Organic Search,Android 11.2
1386,Organic Search,IOS 15.5
1387,Referral,Android 9.2
1388,Referral,Android 9.4
1389,Direct,Android 8.1
1390,Organic Search,IOS 14.5
1391,Direct,IOS 17.1
1392,Organic Search,Android 12.5
1393,Meta Ads,IOS 17.0
1394,Organic Search,IOS 12.4
1395,Direct,IOS 12.2
1396,Meta Ads,IOS 17.1
1397,Meta Ads,IOS 17.2
1398,Referral,IOS 16.5
1399,Referral,IOS 12.3
1400,Referral,IOS 15.4
1401,Organic Search,IOS 13.5
1402,Meta Ads,Android 11.3
1403,Referral,Android 9.0
1404,Meta Ads,Android 12.0
1405,Direct,IOS 17.5
1406,Referral,Android 10.2
1407,Direct,Android 8.3
1408,Organic Search,Android 8.5
1409,Referral,Android 12.5
1410,Organic Search,IOS 18.2
1411,Referral,Android 11.0
1412,Referral,IOS 12.3
1413,Organic Search,IOS 12.5
1414,Apple Ads,IOS 17.1
1415,Referral,IOS 16.2
1416,Google Ads,IOS 13.2
1417,Direct,Android 10.4
1418,Organic Search,IOS 15.2
1419,Organic Search,Android 10.5
1420,Direct,Android 12.1
1421,Apple Ads,IOS 17.1
1422,Direct,IOS 17.2
1423,Organic Search,IOS 17.1
1424,Google Ads,Android 12.0
1425,Direct,Android 8.1
1426,Referral,IOS 15.3
1427,Referral,Android 11.3
1428,Organic Search,Android 10.4
1429,Referral,IOS 17.5
1430,Referral,Android 8.2
1431,Referral,IOS 16.0
1432,Google Ads,IOS 17.4
1433,Google Ads,IOS 13.5
1434,Google Ads,Android 8.5
1435,Apple Ads,IOS 17.1
1436,Apple Ads,IOS 18.4
1437,Meta Ads,IOS 15.3
1438,Direct,Android 11.0
1439,Meta Ads,IOS 13.1
1440,Direct,IOS 16.3
1441,Direct,IOS 17.5
1442,Referral,Android 8.1
1443,Meta Ads,IOS 13.3
1444,Google Ads,Android 10.2
1445,Organic Search,Android 10.3
1446,Direct,IOS 17.3
1447,Direct,Android 12.5
1448,Referral,IOS 16.0
1449,Organic Search,IOS 18.4
1450,Organic Search,IOS 16.5
1451,Organic Search,Android 12.0
1452,Apple Ads,IOS 17.1
1453,Referral,Android 12.0
1454,Organic Search,IOS 18.3
1455,Direct,IOS 14.1
1456,Organic Search,Android 8.4
1457,Meta Ads,Android 8.2
1458,Organic Search,IOS 13.5
1459,Meta Ads,IOS 13.4
1460,Direct,IOS 13.2
1461,Direct,IOS 17.5
1462,Direct,IOS 18.1
1463,Apple Ads,IOS 17.1
1464,Apple Ads,IOS 13.5
1465,Apple Ads,IOS 12.2
1466,Referral,Android 10.3
1467,Apple Ads,IOS 17.1
1468,Google Ads,IOS 18.5
1469,Direct,IOS 16.1
1470,Direct,IOS 13.4
1471,Apple Ads,IOS 17.1
1472,Organic Search,Android 9.4
1473,Referral,Android 8.1
1474,Referral,IOS 14.5
1475,Organic Search,Android 9.1
1476,Direct,IOS 13.0
1477,Referral,IOS 16.2
1478,Direct,IOS 13.5
1479,Referral,IOS 13.3
1480,Organic Search,Android 12.5
1481,Direct,Android 11.3
1482,Referral,IOS 17.3
1483,Referral,IOS 13.5
1484,Direct,IOS 14.4
1485,Apple Ads,IOS 12.0
1486,Direct,IOS 13.5
1487,Meta Ads,Android 10.4
1488,Direct,Android 9.0
1489,Direct,IOS 14.5
1490,Organic Search,IOS 15.4
1491,Apple Ads,IOS 14.1
1492,Referral,IOS 15.5
1493,Referral,Android 9.1
1494,Direct,IOS 13.0
1495,Direct,Android 9.0
1496,Organic Search,Android 8.0
1497,Meta Ads,IOS 15.3
1498,Referral,Android 8.0
1499,Referral,Android 9.4
1500,Referral,IOS 14.3
1501,Apple Ads,IOS 18.1
1502,Referral,Android 11.2
1503,Referral,IOS 15.0
1504,Organic Search,IOS 14.5
1505,Google Ads,Android 9.5
1506,Organic Search,Android 9.0
1507,Google Ads,Android 11.2
1508,Apple Ads,IOS 17.1
1509,Referral,Android 10.5
1510,Referral,IOS 15.4
1511,Direct,Android 12.2
1512,Referral,Android 11.3
1513,Referral,IOS 13.5
1514,Referral,IOS 12.5
1515,Referral,IOS 16.5
1516,Meta Ads,IOS 17.5
1517,Organic Search,Android 9.1
1518,Referral,IOS 18.1
1519,Organic Search,IOS 13.3
1520,Referral,Android 12.3
1521,Referral,Android 12.3
1522,Apple Ads,IOS 12.1
1523,Referral,IOS 13.2
1524,Direct,Android 10.0
1525,Organic Search,Android 10.3
1526,Direct,IOS 16.1
1527,Referral,IOS 15.5
1528,Organic Search,Android 9.0
1529,Referral,Android 11.0
1530,Referral,Android 8.0
1531,Organic Search,IOS 16.3
1532,Organic Search,IOS 15.3
1533,Google Ads,Android 8.2
1534,Organic Search,Android 10.5
1535,Organic Search,Android 10.3
1536,Referral,IOS 12.0
1537,Referral,Android 8.1
1538,Direct,Android 8.3
1539,Direct,Android 12.2
1540,Referral,Android 10.1
1541,Organic Search,IOS 12.4
1542,Referral,Android 10.1
1543,Direct,IOS 12.1
1544,Direct,IOS 12.2
1545,Organic Search,IOS 13.2
1546,Organic Search,IOS 18.1
1547,Referral,Android 11.5
1548,Organic Search,Android 8.4
1549,Organic Search,Android 8.3
1550,Referral,Android 11.0
1551,Meta Ads,IOS 15.0
1552,Apple Ads,IOS 17.1
1553,Direct,IOS 15.1
1554,Organic Search,IOS 14.2
1555,Organic Search,IOS 17.4
1556,Organic Search,Android 9.4
1557,Referral,Android 10.3
1558,Direct,IOS 14.5
1559,Direct,IOS 12.5
1560,Apple Ads,IOS 17.1
1561,Direct,IOS 16.2
1562,Organic Search,IOS 18.2
1563,Meta Ads,IOS 13.4
1564,Meta Ads,Android 11.2
1565,Apple Ads,IOS 17.1
1566,Referral,IOS 14.2
1567,Organic Search,IOS 12.3
1568,Referral,IOS 12.4
1569,Direct,IOS 15.0
1570,Referral,Android 11.4
1571,Referral,Android 12.3
1572,Organic Search,IOS 14.3
1573,Apple Ads,IOS 17.0
1574,Organic Search,Android 12.4
1575,Direct,Android 8.3
1576,Google Ads,IOS 13.4
1577,Meta Ads,IOS 16.2
1578,Direct,IOS 16.5
1579,Referral,Android 11.0
1580,Organic Search,Android 9.4
1581,Organic Search,Android 11.3
1582,Referral,Android 8.3
1583,Organic Search,IOS 13.5
1584,Organic Search,IOS 15.1
1585,Organic Search,IOS 12.4
1586,Organic Search,IOS 17.5
1587,Apple Ads,IOS 17.1
1588,Organic Search,IOS 17.3
1589,Organic Search,IOS 14.2
1590,Direct,Android 8.0
1591,Direct,Android 9.5
1592,Direct,IOS 18.2
1593,Referral,IOS 18.5
1594,Referral,Android 9.2
1595,Google Ads,IOS 13.2
1596,Apple Ads,IOS 16.4
1597,Referral,Android 11.5
1598,Direct,IOS 16.2
1599,Direct,Android 10.0
1600,Apple Ads,IOS 16.3
1601,Referral,Android 8.3
1602,Organic Search,IOS 17.5
1603,Direct,IOS 18.0
1604,Organic Search,IOS 12.5
1605,Referral,Android 11.1
1606,Apple Ads,IOS 14.2
1607,Organic Search,Android 10.3
1608,Apple Ads,IOS 16.1
1609,Google Ads,Android 10.1
1610,Direct,Android 10.3
1611,Organic Search,IOS 15.3
1612,Referral,IOS 16.5
1613,Direct,Android 12.0
1614,Referral,IOS 13.5
1615,Google Ads,IOS 17.5
1616,Direct,IOS 15.4
1617,Google Ads,Android 8.1
1618,Referral,Android 8.5
1619,Referral,IOS 17.1
1620,Organic Search,IOS 18.0
1621,Organic Search,IOS 14.4
1622,Meta Ads,Android 12.1
1623,Organic Search,Android 8.1
1624,Direct,IOS 12.1
1625,Referral,Android 11.0
1626,Organic Search,Android 12.0
1627,Meta Ads,IOS 13.4
1628,Organic Search,IOS 14.5
1629,Apple Ads,IOS 17.1
1630,Organic Search,Android 12.2
1631,Organic Search,Android 10.0
1632,Google Ads,Android 9.5
1633,Google Ads,Android 10.5
1634,Direct,Android 11.3
1635,Google Ads,Android 9.0
1636,Direct,Android 10.1
1637,Referral,Android 8.3
1638,Direct,Android 9.3
1639,Referral,Android 10.0
1640,Direct,Android 12.1
1641,Direct,IOS 17.3
1642,Organic Search,Android 8.0
1643,Direct,Android 9.1
1644,Google Ads,IOS 18.2
1645,Organic Search,IOS 18.3
1646,Referral,IOS 12.2
1647,Organic Search,IOS 16.0
1648,Meta Ads,Android 11.3
1649,Apple Ads,IOS 17.1
1650,Organic Search,Android 11.4
1651,Apple Ads,IOS 17.1
1652,Organic Search,IOS 16.4
1653,Organic Search,IOS 16.2
1654,Organic Search,Android 10.1
1655,Direct,IOS 13.5
1656,Direct,Android 11.2
1657,Organic Search,IOS 12.5
1658,Referral,Android 10.5
1659,Referral,IOS 14.5
1660,Referral,IOS 16.1
1661,Referral,Android 12.5
1662,Meta Ads,IOS 17.2
1663,Referral,IOS 16.3
1664,Direct,Android 11.3
1665,Referral,Android 12.0
1666,Direct,Android 9.0
1667,Direct,IOS 16.5
1668,Direct,Android 9.3
1669,Google Ads,Android 12.4
1670,Organic Search,Android 9.5
1671,Google Ads,Android 8.3
1672,Direct,IOS 13.5
1673,Direct,IOS 14.4
1674,Direct,Android 11.4
1675,Referral,Android 10.0
1676,Referral,IOS 14.0
1677,Direct,Android 10.1
1678,Apple Ads,IOS 17.0
1679,Referral,Android 9.0
1680,Organic Search,Android 10.1
1681,Organic Search,IOS 15.1
1682,Referral,Android 10.4
1683,Organic Search,Android 10.5
1684,Google Ads,Android 12.5
1685,Apple Ads,IOS 17.1
1686,Google Ads,Android 9.4
1687,Apple Ads,IOS 13.3
1688,Meta Ads,IOS 17.2
1689,Meta Ads,IOS 15.1
1690,Organic Search,IOS 16.0
1691,Organic Search,Android 9.2
1692,Direct,IOS 13.2
1693,Organic Search,Android 12.2
1694,Referral,IOS 13.5
1695,Google Ads,Android 9.3
1696,Apple Ads,IOS 17.1
1697,Apple Ads,IOS 12.0
1698,Referral,IOS 12.4
1699,Google Ads,Android 11.5
1700,Direct,Android 8.0
1701,Referral,IOS 16.2
1702,Google Ads,IOS 12.4
1703,Direct,IOS 15.3
1704,Organic Search,IOS 12.2
1705,Referral,IOS 12.4
1706,Referral,Android 9.4
1707,Referral,Android 9.5
1708,Meta Ads,Android 9.3
1709,Referral,IOS 17.3
1710,Google Ads,IOS 18.4
1711,Organic Search,IOS 13.5
1712,Direct,IOS 12.2
1713,Apple Ads,IOS 17.1
1714,Organic Search,IOS 13.3
1715,Organic Search,Android 11.0
1716,Meta Ads,Android 11.5
1717,Direct,IOS 14.2
1718,Referral,IOS 17.4
1719,Direct,IOS 18.5
1720,Direct,Android 8.4
1721,Meta Ads,IOS 12.1
1722,Organic Search,IOS 16.3
1723,Apple Ads,IOS 17.1
1724,Direct,Android 8.5
1725,Organic Search,IOS 15.1
1726,Organic Search,Android 9.2
1727,Organic Search,IOS 14.1
1728,Organic Search,Android 12.1
1729,Referral,IOS 16.4
1730,Google Ads,Android 10.5
1731,Organic Search,IOS 17.4
1732,Meta Ads,IOS 13.2
1733,Google Ads,Android 8.2
1734,Google Ads,IOS 16.0
1735,Organic Search,Android 9.4
1736,Apple Ads,IOS 17.1
1737,Meta Ads,IOS 17.2
1738,Referral,Android 10.2
1739,Organic Search,IOS 14.5
1740,Direct,Android 8.0
1741,Direct,Android 12.1
1742,Organic Search,Android 12.5
1743,Direct,IOS 13.4
1744,Organic Search,Android 9.4
1745,Meta Ads,IOS 17.1
1746,Organic Search,Android 12.0
1747,Google Ads,IOS 18.0
1748,Organic Search,IOS 15.0
1749,Meta Ads,Android 10.5
1750,Referral,Android 12.3
1751,Organic Search,Android 12.5
1752,Direct,Android 8.5
1753,Referral,IOS 13.2
1754,Google Ads,Android 10.5
1755,Referral,IOS 18.0
1756,Direct,IOS 12.4
1757,Apple Ads,IOS 18.2
1758,Direct,Android 8.1
1759,Direct,Android 11.2
1760,Organic Search,Android 10.0
1761,Direct,Android 9.1
1762,Google Ads,Android 12.3
1763,Organic Search,Android 11.4
1764,Meta Ads,Android 8.2
1765,Organic Search,Android 10.0
1766,Organic Search,Android 11.0
1767,Direct,Android 9.1
1768,Referral,Android 10.1
1769,Referral,IOS 13.1
1770,Organic Search,Android 12.0
1771,Organic Search,IOS 16.1
1772,Apple Ads,IOS 13.5
1773,Referral,Android 9.1
1774,Organic Search,Android 8.5
1775,Organic Search,Android 11.3
1776,Direct,IOS 15.2
1777,Referral,Android 11.5
1778,Meta Ads,Android 12.5
1779,Direct,IOS 13.2
1780,Organic Search,IOS 14.4
1781,Apple Ads,IOS 17.1
1782,Apple Ads,IOS 17.1
1783,Direct,IOS 13.5
1784,Organic Search,IOS 14.2
1785,Referral,IOS 17.0
1786,Organic Search,IOS 18.0
1787,Direct,Android 8.2
